condition,year,metric,n_seeds,mean,standard_deviation,ci95_lower,ci95_upper,minimum,maximum
QINN-MPS signal,2021,annualized_turnover,10,0.015793833499674538,0.02702664704905663,-0.0035385219082661214,0.035126188907615194,0.0,0.07661600717592593
QINN-MPS signal,2021,total_cost,10,28.30699434633255,47.586135504937,-5.7317113207833685,62.34570001344847,0.0,128.56909393405914
QINN-MPS signal,2022,period_return,10,-0.22002729531384588,0.12459251724268347,-0.30914922080218005,-0.1309053698255117,-0.41705143414704837,-0.03716947378649227
QINN-MPS signal,2022,sharpe,10,-0.662989086258001,0.30406467465841336,-0.8804887393532035,-0.44548943316279854,-1.0977689073145511,-0.08558721437115997
QINN-MPS signal,2022,max_drawdown,10,-0.3026798305489598,0.111824448770132,-0.38266866464285465,-0.22269099645506493,-0.4977624909140508,-0.15839136615129124
QINN-MPS signal,2022,annualized_turnover,10,0.011147458852182768,0.02462978061802253,-0.006470400724069771,0.028765318428435306,0.0,0.080701185134135
QINN-MPS signal,2022,total_cost,10,19.346641704940797,44.42010311765338,-12.42737817881029,51.12066158869189,0.0,145.0421866121292
QINN-MPS signal,2023,period_return,10,0.43654980867117377,0.18701832479874478,0.3027742531520434,0.5703253641903041,0.1906475029203749,0.8545846246224258
QINN-MPS signal,2023,sharpe,10,2.0736335412662172,0.37665977255090927,1.8042060914752363,2.343060991057198,1.312352930002395,2.588612143718523
QINN-MPS signal,2023,max_drawdown,10,-0.10194561958671075,0.02701085160301393,-0.12126667639826355,-0.08262456277515795,-0.14620689092730155,-0.07067120372398039
QINN-MPS signal,2023,annualized_turnover,10,0.007318755409923867,0.009692702985126997,0.0003854951119682962,0.014252015707879439,0.0,0.02707421526666208
QINN-MPS signal,2023,total_cost,10,13.484395977783203,19.019050685276184,-0.12006804255965875,27.088859998126065,0.0,58.86910044670105
