horizon_years,end_year,start_date,end_date,condition,seed,observations,trading_steps,total_return,annual_return,annual_volatility,sharpe,max_drawdown,gross_traded_notional,cumulative_turnover,annualized_turnover,total_cost
4,2022,2019-01-02,2022-12-30,Base FinRL,8,1008,1007,0.14277696631723757,0.03396243154555889,0.3329868260844636,0.2693511880315629,-0.5675579714727783,1003096.9380722046,0.9806088361763032,0.24539565711661213,1003.0969380722047
4,2022,2019-01-02,2022-12-30,Base FinRL,9,1008,1007,0.8023631423242168,0.15884163547273888,0.22964815707179861,0.7565315506486556,-0.3119915018208692,1105831.440202713,1.0467615445859653,0.2619502574336279,1105.8314402027129
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,0,1008,1007,0.1045173578688603,0.025188803531679627,0.3200697144029764,0.23911025851539558,-0.533708625870543,1222755.8014879227,1.1917440695404122,0.2982318823477496,1222.7558014879226
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,1,1008,1007,0.5831193629859976,0.12183231741058376,0.23639292111058235,0.604573902029872,-0.2614973162878599,1000124.6753635406,0.9924216473982709,0.24835179259619095,1000.1246753635409
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,2,1008,1007,0.6082418560726996,0.12626106162765205,0.22344675436393235,0.6433988419398611,-0.29194402909928485,1100145.8866238594,1.046853817907281,0.26197334867193134,1100.1458866238595
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,3,1008,1007,0.6360918299588618,0.131110409933483,0.2547604726671512,0.6112283443190087,-0.329022042097717,1571600.9340820312,1.4930169667415774,0.3736249013097095,1571.6009340820312
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,4,1008,1007,0.4112127345456589,0.09002199103261121,0.2849223989069796,0.4449679292714033,-0.3836543652674226,2091049.429229021,1.9466528859641974,0.48714650175072266,2091.049429229021
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,5,1008,1007,0.3090324224307821,0.06971142726419677,0.24031547446823737,0.4009089015086531,-0.27332583957314427,1050142.8703987598,1.0382723623624925,0.25982585433500305,1050.14287039876
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,6,1008,1007,0.884875942992279,0.17189590090125906,0.2267202568279943,0.8124307380425745,-0.2027631641179345,1122507.4090270996,1.0485705189737713,0.262402950130477,1122.5074090270996
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,7,1008,1007,0.5598867264508096,0.11768958316486411,0.32028438104435125,0.5073624212810202,-0.4737023653518809,1337053.326003313,1.1919438331122854,0.29828187283445473,1337.053326003313
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,8,1008,1007,0.5171082972534387,0.10993893345912742,0.203387745886579,0.6141683290254997,-0.235566374159753,1048732.7276978493,1.0368909387257315,0.2594801554705902,1048.7327276978494
4,2022,2019-01-02,2022-12-30,QINN-MPS signal,9,1008,1007,0.8629351347700951,0.16846716615998214,0.22432068278115802,0.8054891213287013,-0.21197868961439248,1451514.3387908936,1.3347947346457707,0.334030062691891,1451.5143387908936
5,2023,2019-01-02,2023-12-28,ANN signal,0,1257,1256,0.823102813017504,0.1280500107311351,0.2925384816325577,0.5589005110357581,-0.5113084035078168,1186073.9358501434,1.1466029623209508,0.23005091282235637,1186.0739358501435
5,2023,2019-01-02,2023-12-28,ANN signal,1,1257,1256,1.1653449159591074,0.16766732764731018,0.20861283213048776,0.8471648902401034,-0.22794819619020656,1030094.1953775883,1.0232121623814456,0.20529415996825182,1030.0941953775882
5,2023,2019-01-02,2023-12-28,ANN signal,2,1257,1256,1.1111890188915567,0.16174852252112104,0.2756790937950153,0.6812856286940172,-0.43757044335514306,1774677.2928378582,1.533983524124858,0.3077737643944779,1774.6772928378582
5,2023,2019-01-02,2023-12-28,ANN signal,3,1257,1256,1.40050469249269,0.1920727016307735,0.22297679420928282,0.8994434691073928,-0.2497332972748939,1646053.774629593,1.497382946583514,0.3004303364164375,1646.0537746295931
